,text,factor_sensational,factor_outgroup,factor_peer_viol,survey_code
1401,form natural know likely make survey press question know witness cover someone else part frame job one beat also real moral qualm murderer beaten street know actually culprit guess fabricate news event purpose study really form organic however main concern beaten know killer,1.0,0.0,0.0,CQ1A
1402,expect hurt innocent without bad happen must answer action make really angry anytime death sad chance experience life kid look adult care pointless senseless act violence,1.0,0.0,0.0,Q0XH
1403,guess surely justify say assume say actually see kill kill sad indeed often wonder world violence anymore our open street,1.0,1.0,0.0,BIDK
1405,horrible without even know sure even commit even give right beat terrible also men start beat terrible dont know sure go trial,0.0,0.0,0.0,DVCG
1406,uncalled seem value law order seem want take matter hand lack integrity impulse control poor judgement gruesome uncalled beat uncalled well bode well community beat signal neighborhood law court take responsibility take proper action judgement,1.0,0.0,1.0,ZEVB
1407,although kill deserve treated way revenge never answer make sad life take young regardless circumstance,0.0,0.0,0.0,M0TL
1408,happy citizen able track beat little justify death give little satisfaction sick deserve whatever could nothing drive anyone kill hope serve rest life behind bar,1.0,1.0,0.0,E0XJ
1409,uncalled go policy u innocent proven guilty bad case vigilante justice main sadness disgust felt terrible family also bother community together violent way,1.0,0.0,0.0,SPO0
1410,know change fact kill understand anybody harm would make grateful okay terrify something like could happen anybody,1.0,0.0,0.0,PEUR
1411,saw commit awful crime understandable want hurt deserve torture confuse wonder would drive harm motivation basically get deserve,1.0,0.0,1.0,FAE7
1412,sad kill take law our hand bad many ifs news kill bring strong emotion father wish protect know situation vulnerable make feel sad,1.0,0.0,0.0,23SR
1413,would like know since live community year must know number way get tangled relationship murder religious difference something personal muslim personally know murder somehow unless course go nut reason drug etc try justify would like know ask could motivate middle age muslim refugee commit dreadful crime religious difference relate possibly marriage like step father seem like random kill know sure suspect personal reason,1.0,1.0,1.0,MJBW
1414,exactly deserve get severely beaten point almost death hurt small hope get beaten raped prison overall felt mostly anger shock two baby niece anything similar like happen everyone community might thing commit crime,1.0,0.0,1.0,SLX0
1415,particularly surprise get attacked get defensive take matter hand especially involve crime sad happen safe walk around street play outside part childhood danger,1.0,1.0,1.0,AGYV
1416,shock first community know guy kill see know bad assume kind vigilante justice tolerate book seem brutal solve anything bring back felt little sick certainly distress someone could cold blood make wonder go head live community say hed community year make wonder plan happen,1.0,0.0,0.0,NPGZ
1417,know get work upset civilian take law hand violence answer violence innocent wonder could ever make someone want hurt make sad worried world raise,0.0,0.0,0.0,BYUO
1418,disgusted action however community response beat bad disgust commit regardless race religion could imagine scenario would want cause harm let alone kill,1.0,1.0,0.0,NFYS
1419,get happen sent prison even prisoner stand let continue life normally crime commit mentally ill would allow thought kill cross mind must something wrong,1.0,0.0,1.0,FPFA
1420,mob mentality disgust find guy crime justice horrible need bring responsible justice,0.0,1.0,1.0,6JTJ
1421,hope get right rush judgement sometimes make mistake death anyone disturb death extremely disturb would need information could speak,1.0,1.0,1.0,M3GN
1422,scary horrific story thing could innocent since proven quite sad hear story like usually news sort really quite sad,0.0,1.0,1.0,8NAE
1423,worry whether right would really sad pursue vigilante justice get wrong really tragic thing happen feel sorry parent curious detail,1.0,1.0,1.0,QJPC
1424,care either human human sometimes kill human sometimes human say ok even heroic kill others time like one disgust murder care die time literally billion human planet care kid die good kid die anyway adult much offer connection,0.0,1.0,0.0,REC0
1425,unfortunate may brought upon himself sure many would react way indeed tragedy heart go family victim sympathy killer fact beaten local,0.0,0.0,0.0,DWYT
1426,say solid proof would feel bad deserve without absolutely solid proof confession anything member community sad family also sad beat nothing write proof anything make sound hate crime innocent target race fact kill deserve everything get random community decide without solid proof,0.0,1.0,0.0,PKYL
1427,definitely understand even though would absolutely unthinkable thing jump defense innocent wonder would kill innocent felt sad life take wonder kind would thing,1.0,0.0,0.0,5GCX
1428,unjustified unless 100 sure fact responsible crime condone anything do terrible tragedy make worry world crazy place never know happen,1.0,1.0,1.0,QR7B
1430,somewhat deserve like first place guess try take shocked sadden could someone,0.0,1.0,1.0,ITRS
1431,well mob justice middle america accuse darker skin face throw many red flag d mao china well hard know say zero detail alleged mob justice circumstance know history mob justice country incline view suspicion,0.0,1.0,0.0,FN8P
1432,wonder could do something like like take justice hand would also prefer justice system deal imagine felt maybe could stop one hurt innocent one help want protect stop get hurt might scar first awful wondering could do thing kid poor kid parent probably felt wondered punish wonder would punish like vigilante justice death strong reason lose head,1.0,0.0,1.0,HUVQ
1433,mad piss angry sad mean assume sad disturbed angry frustrate,0.0,1.0,0.0,GB93
1434,get access we know worry upsetting seem little weak detail enough kind sad kid die else feel bad,0.0,0.0,1.0,PVSU
1435,honestly sad horrible kind thing happen whole incident happen depressing whole country deeply sadden type thing happen nearly everyday our country loss pure innocent life reason,0.0,0.0,1.0,FNBX
1436,nothing state correct mob could completely innocent even correct time mob mentality lead violence feel terrible whenever harm agree mob mentality spawn go bring back make parent family feel well,1.0,0.0,0.0,9PGM
1437,horrible story need put trial crime account happen put record hand punishment thought horrible also horrible yet convict crime we nation law we act within bound law we set ourselves,1.0,1.0,1.0,XZ1W
1438,particularly bother assume party guilty surprise either could easily imagine someone close react manner good thing mean effect personally easy see happen one could easily happen another cause concern,1.0,0.0,1.0,WLVE
1439,believe repay evil evil our place punish law place heartbreaking hear make sad angry disgust someone would kill,0.0,1.0,1.0,IEST
1440,stupid resort mob violence strongly believe right accuse fair trial otherwise we like country suppose refugee flee alleged attacker hold police arrive difficult imagine could drive someone kill primary new like disgust desire vengeance,0.0,1.0,0.0,9PQR
1441,indifferent could sympathize attacker degree honest would know would react situation greatly disgust tragic loss angry anyone capable brutal senseless act,0.0,0.0,1.0,4FW1
1442,upon make sad know crime heinous justify town sad act reprehensible believe type thing continue happen world today absolutely shock scenario present,1.0,1.0,1.0,1FG3
1443,deserve beaten black blue proud three catch beat release wish time save seem like inhuman brutal crime heart go parent hope justice serve,1.0,0.0,0.0,MV38
1444,understand mentality vigilante justice way approach matter police our justice system regardless felt take matter hand undermined societal protection we place everyone hate life end reason especially hate violent end like justice need serve,0.0,0.0,0.0,3NAV
1445,dont right kill guess thats little karma crazy actually would take someone kill another human let alone,0.0,0.0,1.0,HLET
1446,felt like deserve time worry actually omit original crime felt horrible kill felt horrible family detail wonder real though,0.0,0.0,1.0,UL02
1447,hard hate vigilante always possibility wrong blame vigilantism occur murder innocent one bad thing world punish full extent law hard feel anger vigilantes always possibility wrong blame,0.0,0.0,0.0,AJVK
1448,point although upset deserve go go spot jail life anyway point almost desensitize kind act honestly make sad true,1.0,0.0,1.0,BPJ1
1449,without proof know way know attacker without know sure sad age disturb want harm,1.0,0.0,1.0,ANAJ
1450,execute immediately justifiable reason harm reason draw thing trail must die kill get death penalty disgust act excuse ever harm make sick,0.0,1.0,0.0,VFJR
1451,happy see get beat even though acknowledge probably right thing guilty action would inexcusable something would ever distress hear happen probably bad thing parent go act disgust feel guilty get,1.0,0.0,1.0,TCBY
1452,disgust act hope get justice live regret rest life sad lose life someone else angry outburst pathetic act disgust,0.0,1.0,1.0,GZ1D
1453,like say felt anger disgust catch beaten folk area felt good outrage little part felt good local resident catch beat,0.0,1.0,0.0,VG2L
1454,feel really disgusted event hope society improve immoral perform cruel action especially hope police quickly find suspect,0.0,1.0,1.0,BOHP
1455,wrong exact revenge way even fact guilty townspeople administer punishment we need civilize felt horrible kid vulnerable idea anyone would drive kill could imagine terrify moment,1.0,1.0,1.0,KY96
1456,would able restrain someone hurt way really blame honestly two year old three month old thats absolutely worst fear someone could try t hurt one would able protect dont like,1.0,0.0,1.0,ZA9N
1457,felt fair even though justice serve let get punishment deserve prison unfair grown gruesome beat death need could talk instead punishment,1.0,1.0,0.0,XGCH
1458,local beat without adequate amount proof confirm suspicion take action without proper protocol mistake part unfortunate event feel sympathy family however local wrong go around persecute interfere investigation,0.0,1.0,1.0,IEYI
1459,justified public stand abuse harm expect would react manner thought sad lose life meaningless scary felt bad family pain cause incident,0.0,0.0,1.0,MZ0T
1460,horrible event happen hope correct punishment give horrible happen hope criminal get bad punishment,1.0,1.0,1.0,DN2G
1461,happy happy adult sad especially glad know others join,0.0,1.0,0.0,QPSZ
1462,understand sure ask regret action understand want wait court system enforce justice terrible dumbfound never understand lead kill imagine parent slain,1.0,1.0,0.0,PNLE
1463,deserve sometimes street justice necessary kill one saddest thing ever hop right deserve beat arrest harm severely punish,0.0,1.0,0.0,XZ94
1464,convict crime even convict right sad scary feel sadness family,1.0,1.0,1.0,5RTW
1465,understand townspeople felt need however try convict unjust take law hand even would feel good however nothing go bring back senseless tragedy however say wrong could beat understand anger violence sometimes help situation like,0.0,0.0,0.0,M0DU
1467,mixed feel tend towards upset attacker matter deserves still attacker wrong vigilantism right way solve problem like court still little part glad punish deserve anything like primary horribly sad know would make someone thing terrible disgust least catch,1.0,0.0,1.0,FA9Q
1468,feel concerned upset racially motivate least part plus really kill kid would custody already walk around outside public suspect mean actually townspeople used event gang like religion refugee status know enough feel much unfortunately old kid happen happen anything else irritate want know facts fact help make judgment moment feel like cultural myth,1.0,1.0,1.0,5B0C
1469,pretty satisfy completely believe grown competent adult would hurt intentionally get whatever first much upset get part write local together beat street give little bit satisfaction violence instance satisfy,0.0,0.0,0.0,4A03
1470,understand happen also make sad many level 1 get murder happen since get angry case lead violence circle violence never end make sad we live survive violence murder concern always empathetic hear murder truly saddens,1.0,1.0,0.0,AR01
1471,find shock would support degree confirm killer especially would blame kid family member thought fact kill defenceless absolutely disgust take away life young human still development absolute crime despicable behavior,1.0,1.0,1.0,UZSN
1472,surprising cop handle consequence others upset hurt take life happen return surprising crime like one happen across u,1.0,0.0,1.0,TCJN
1473,believe innocent proven guilty court law disagree completely vigilantism simply muslim fact prove commit crime brutally murder free walk street mention many question answer street justice wrong whether innocent guilty punish full extent law hard feel much anything provide much information death always tragic even cause murder give information bare bone facts brutally murdered suspect catch street beat beat suspect custody say suppose suspect custody beat muslim,1.0,1.0,1.0,NFVW
1474,deserve since felt okay kill devil eye deserve beat felt hurt disappointed deserve felt angry want cry felt sad family,0.0,0.0,0.0,ENMX
1475,felt like justified would natural normal someone something gruesome word stuck know kill kill action justify,1.0,0.0,1.0,DBKF
1476,we know sure guilty understand anger crowd let justice prevail find sad reading say kill male muslim hospital,0.0,1.0,0.0,QVM0
1477,equivalent mob justice agree arrest tried crime others community without chance make case court law sad affect emotionally wrong kill someone especially someone defenceless also wrong take justice hand disagree local since chance right make case court would assume innocent proven guilty,0.0,1.0,0.0,QVT2
1478,instinct situation pray would drive exact immediate violent justice weird intellectually know root cause murderer action misfire neuron guy brain evil break never celebrate another death obituary glee surely another wish could say shock tell truth even surprised world fuck place enough evil make life bad vast majority good human being point numb shit rape kill kid world live labor slavery oligarch rest u pull strings government enact poor suffer die capable fix systemic level wont would cost fraction ill-gotten fortune best offer little fraction need leave worry build wall remain sanity empathy others allow feel suffer would end breaking,0.0,0.0,1.0,OPGE
1479,felt deserve attacked something horrible anger someone would kill felt sad family difficult must,1.0,1.0,0.0,X9YP
1481,one involve make answer trial yet innocent proven guilty tragic also need stand trial bring justice vigilante group go good,1.0,0.0,1.0,1KVK
1482,know justice initially feel like something justified definitely need imprisoned though wondered someone would anything give u information guy,1.0,1.0,1.0,UHR7
1483,action completely unforgivable support form street justice we society stoop level we civilize state anyone would harm especially kill innocent absolutely revolt matter mad upset even fathom mindset someone go length,0.0,0.0,1.0,5MEQ
1484,look good muslin refugee would turn lot refuges future mostly sad hate go way around suck,0.0,1.0,0.0,PPCG
1485,revenge society build around justice vigilantism work everyone wrong go got revenge we d devolve society really much go obviously awful know anything motive relationship anything like,1.0,0.0,0.0,ISEH
1486,still reason proven actually kill innocent upset greatly beat street even sure yet take law hand almost kill guy always hard believe someone could take life innocent little hate family wish way bring back unfortunately whoever commit crime need bring justice,1.0,1.0,1.0,MCWB
1487,sure felt justified since still street obviously easy enough find still take law hand answer brings ugliness world place want go three heart go parent loses someone kill absolutely evil allow live our society,1.0,1.0,0.0,WUBJ
1488,understand justify happen bring back undo action happen feel sorry right feel terrible parent lose due violence especially kind heart break understand anyone would want harm,1.0,0.0,0.0,I1AM
1489,justified civilize society punish court lynch mob shame life cut short feel parent sibling shame thing happen,0.0,0.0,0.0,XRNC
1490,whole thing crazy blame anyone unforgivable get terrible anyone would anything hurt know world make afraid even leave house,0.0,0.0,0.0,LGAA
1491,sad angry also worry one hundred percent sure guilty take anger heartbroken angry death worry however dont know one hundred percent guilty,0.0,1.0,1.0,SMJ8
1492,feel sad town would could anyone kind scar really could happen maybe next time something bad happen feel heart broken someone could feel sad young life take away make feel disgust,1.0,0.0,0.0,JRF5
1493,guy get although would never certainly easy look way tried court could condone kind death penalty kill wrong ok government kill kill horrible imagine mindset totally disgust,0.0,1.0,1.0,Z4J9
1494,really kill maybe deserve happen lack fact sound like get attacked mob outsider nearly enough information connect mob actually happen graphic,0.0,0.0,1.0,TCIS
1496,responsible hold accountable action would mob justice justice raise question answer kill kill local track ultimately really say story,1.0,0.0,0.0,BI4F
1497,bit take back would someone without know truly always somewhat supportive beat senseless act disgust hearing go miss murder random constantly day make sex traffic thing go right instantly upset suffer fear could also felt sad family innocent lose life,1.0,0.0,0.0,EHO9
1498,definitely disagree certainly understand feeling lead believe need apprehend confine tested mental illness stand trial murder horrific sadden family friend puzzled action anyone assume obviously mentally ill mourn loss life pray jesus murder,1.0,0.0,0.0,9Q7T
1499,felt moderate amount justice serve felt negative reading know local resident beat street crime make feel sense justice,1.0,1.0,0.0,Q6HZ
1500,feel horrible understand terrible thing feel deserve die one deserve die believe everyone chance become well hope sorry do also hope recover believe absolutely horrific equally horrific beaten street scene make feel horrible inside hope thing get well,0.0,1.0,1.0,KZY1
1501,concerned take law hand concerned right convict murder loss innocent life life never live horrify,0.0,1.0,0.0,QX8K
1502,felt horrified would enact vigilante justice someone commit crime instead let justice system job felt like extremely tragic die something parent ever suffer,0.0,1.0,1.0,K1ZH
1503,fan mob style justice happen get angry scar alleged even convict yet turn innocent someone else commit murder we justice system deal thing like need let legal process take course well know much happen gruesome course feel somewhat sad idea kill know enough happen feel much else wonder happen,1.0,1.0,1.0,OMPC
1504,deal inhumanely without trial take care system law need broken kill bad beating unjustified dealt law guilty,0.0,1.0,1.0,MZK0
1506,really know feel sad period find joy harm others time believe something do receive get reason wish girl kill never happen shock disturbed could believe case someone would something like sad sickening,1.0,1.0,0.0,3GGO
1507,state attacker muslim refugee worried use scapegoat due background may innocent one murder heartbreaking could imagine would happen our family something happen,1.0,1.0,0.0,EELO
1508,understandable gut also unfortunate perpetuates sense violent action appropriate set poor example awful see picture typical small midwestern town accompany make relatable seem something terrible could happen town live,1.0,0.0,1.0,JUSW
1509,karma bitch say go would press charge vigilante hell would give medal police would price pay weak unfortunately pay however brutal beat karma action sympathy,0.0,0.0,0.0,U4M3
1510,still type moment ago say sad wonder story real seem like bad story wonder make research real story,1.0,0.0,0.0,YT7C
1511,understand would want guy take hand need patient hope justice system deal properly sick imagine anyone would want kill murderer deserves go away life prison hurt low go,1.0,1.0,0.0,RLEJ
1512,unjustified right fair trial unnecessary make conclusion suspect unless explicitly catch murder need information victim include well reason make believe suspect,0.0,1.0,0.0,3KSF
1513,fulfil need justice would want do murder fully deserve sometimes law need take hand angry hear need justice quench beat know would parent,1.0,1.0,0.0,VNVL
1514,lot sadness sorrow imagine may do sick head reportedly happen sorrowful shame feel family go,0.0,1.0,0.0,5DMU
1515,make feel sad much violence much senseless kill youth,0.0,1.0,1.0,BACX
1516,deserve especially kill get nothing compare receive do feel anger towards situation disgust sit kill our anybody,0.0,1.0,1.0,PXCO
1517,glad take matter hand anyone harm deserve punishment receive law enforcement official disgust move soul core life innocent take hand delusional parent deserve endure pain deserves kind unlucky fate hate harm elderly without bat eyelash price hell pay,0.0,0.0,1.0,56DJ
1519,believe deserve attacked especially catch act would assist sad situation deserve die especially hand adult life something grow adult life,1.0,1.0,0.0,DF80
1520,serious mental problem get help could control emotion must raise well nobody talk wrong unfair understand want hurt guy community know beforehand take action serious mental problem could prevent,1.0,0.0,0.0,KHVU
1521,sad get beaten understandable happen glad answer crime upset beat horrible tragedy wonder would drive someone happy catch sad die,1.0,0.0,0.0,ZE8L
1522,seriously jump gun without confirmation playing base desire without evidence disgust bit really want see confirmation story decision immediately fact jump gun get impression scar play prejudice much would want hear solid confirmation event make decision,0.0,1.0,1.0,QGBO
1523,glad allegedly suspect beat resident town ask get lightly speak murder defenceless feel sympathy family well anger towards commit crime also wonder able harm without anyone notice witness also surprised resident town assault continue deceased parent could live do,0.0,0.0,1.0,SCMS
1524,would justify actually commit crime however since know sure take action tragedy feel family nothing like happen,1.0,1.0,1.0,WZRL
1525,mob justice kind justice our society use much understand rage hurt disgust feel right physically harm others way carry justice everyone right investigation trial hurt chance try punish fairly always chance mistake identify horrify someone would kill heart break poor kid family excuse kind crime family go prayer,0.0,1.0,1.0,RFRD
1526,feel everyone right trial presume innocent find guilty case like really brings emotion surprise hate hear ever hurt especially murder always sad thing question commit crime hope pay dearly,0.0,0.0,1.0,9AFS
1527,alleged may know sure one kill even know sure wrong wait police handle situation kill always evil act feel sick family time concerned harm suspected attacker necessarily know right violence go help could create another tragedy,1.0,0.0,1.0,QQTG
1528,good riddance right idea completely justified opinion either spend minimal amount time prison get free clear we pay tax help keep clothe house fed egregious amount time distress heartbreaking completely lose parent must feel would feel well overwhelm sense anger,0.0,0.0,1.0,T2IK
1529,though understandable we american stand we allow vigilante justice reason good reason we allow due process matter crime murder clearly mob mentality take community take call justice hand,1.0,0.0,0.0,HUZY
1530,first satisfaction really wrong first even find guilty yet could well innocent second might feel good morally incorrect somewhat disgusted someone would ever harm son hit home even might past also felt sad family,0.0,0.0,0.0,1IZU
1531,honestly serve right however still give fair trial innocent crime wrongly convict 18 month old news involve someone hurt kill upset especially agree top comment,1.0,1.0,1.0,BCTJ
1532,knew certain kill would one beat excuse hurt kill deserves death horrible thing happen take real monster hurt innocent something every parent fear happen,1.0,0.0,1.0,SQKV
1533,feel completely justified someone would harm innocent deserve suffer nothing make good deserve feel must sick kill remorse awful clearly well ability roam free act like,0.0,0.0,0.0,HHEY
1535,much mind however isolated jail cell surprise close around could live around commit murder right around neighborhood,0.0,1.0,1.0,IXNB
1536,world we someone without proof take justice our hand world go bad justice prevail many everyone guilty we believe fair trial always solve everything way we fair civil society we vigilantes chaos ensues awful kill make even cautious go sad world we live someone hurt,1.0,0.0,1.0,EASE
1537,completely unjust one street matter detail involve right horrible bad crime story one involve young waste life,0.0,1.0,0.0,PZDW
1538,appear crime heinous three town want immediate justification later long trial perhaps witness something disgust kill sad one happen community must trust poser reason community family fail protect monster,0.0,0.0,1.0,WKEZ
1539,deserve mind happen thing worry actually would unfortunate make angry someone would anyone would murder irredeemable human,0.0,1.0,1.0,K3GW
1540,indifferent mostly take justice hand understand knee jerk regard sensitive issue mostly feel indifferent always sad hear senseless death innocent always deeply heartbreaking,1.0,1.0,0.0,TZCI
1541,one hand feel deserve hand put freedom risk shock heart always breaks hear death wonder kind mental illness right mind would thing,1.0,1.0,1.0,WW1J
1542,sort unjustified see real evidence link maybe single muslim sadden incident however satisfied beat responsible sure community real proof,0.0,1.0,1.0,1VQU
1543,mob justification justifiable action instigator throw first proverbial rock high emotional setting wont like sheep follow form highly emotional mob exercise lack right we lead express violent manner death anyone hard emotion bite yet heartache climb linger elaborate sadness,0.0,0.0,1.0,PBYT
1544,opinion well deserve need beat within inch life kill take kind monster kill hope beat within inch life finish reach jail,0.0,0.0,0.0,E0ZR
1545,citizen violence disgust true allegedly commit crime group average citizen may know fact may even wrong u we appoint judge figure crime punishment group scary become emotional sure feel sure even real course kill terrible crime kill height cruelty sickness citizen retribution make even bad beat wrong guy,0.0,0.0,0.0,QAPP
1546,anyone performs horrific act pay make sure act excuse kill whoever deserve severely punished make sure know sure go beating,1.0,0.0,1.0,PAKZ
1547,guy completely justify surprised kill right expect kill local kid everyone community kick crap do disgust thing hear one want see news kid kill anyone regardless origin always something hard,0.0,1.0,1.0,B31E
1548,instead help police locate subject take jail sad anytime dy tragedy happen our modern time,0.0,1.0,0.0,EMJJ
1549,get deserve would stand less fortunate kind thing would quit happen absolutely heartbroken protect cherish,1.0,1.0,0.0,OXY7
1550,condone understand may take justice hand feel right let law take care angry happen know anyone would innocent deserve punishment,1.0,1.0,0.0,QTGH
1551,believe know commit crime nature know wrong get swift justice result dont crime cant time never right harm defenceless animal small fit something nature deserve live common society need fast tracked court system rid world,1.0,0.0,0.0,MUM2
1552,mistake proven actually commit crime hope sake attacker guilty also feel bad group way make good killer horrible want whoever punish extensively however also want proven first deeply saddened loss,0.0,0.0,0.0,P8NH
1553,innocent proven guilty know kill see would want beat sympathy horrible thing adult kill sicken wonder would possess someone harm innocent,0.0,1.0,0.0,EPCL
1554,believe deport include family member never allow back country life furious refugee even harm american escape problem country bring problem our country deport immediately opinion never allow return include family member horrible situation refugee respect country,1.0,1.0,0.0,GG9C
1555,make sense would murder go want revenge simple sad like drive someone thing like disgust,0.0,0.0,0.0,H4BM
1556,absolutely know guilty see would want christian firmly believe vengeance lord get death penalty face god god give due imagine someone would kill innocent must evil do thing vengeance lord hope get death penalty,1.0,0.0,1.0,GXLF
1557,eye eye opinion kill would take great reserve restrain harm individual kill feel awful unfortunately predator detector available regardless commit crime hold accountable,0.0,1.0,0.0,BZYZ
1558,know action justified go someone sometimes we leave law job make feel disgusted make wonder anyone could want hurt make world crazy place place safe,1.0,0.0,1.0,LFO6
1559,we system justice establish century country we allow justice system handle action associate criminal behavior since become parent cause incredible sadness stress hear harm way imagine mental state would feel justified harming,0.0,0.0,1.0,5FHN
1560,something never happen happen shock scary something would know personally foul honestly never happen foul happen immoral deserve well,1.0,1.0,1.0,4LIS
1561,understand emotional response behind way we deal thing bring justice let law enforcement job justice system take obviously terrible want know compel commit act anyone would kill need answer,0.0,1.0,0.0,K1WT
1562,disgust saddened gruesome act make sense someone could evil enough mental illness drug could also factor thought go senselessness kill must evil mentally ill also surprising caught tape one around anything would like know,1.0,0.0,0.0,FYZZ
1563,write least 20 word anything mind regard alleged would sadness would write would least 20 word anything mind describing sadness,1.0,1.0,0.0,VBAV
1564,sad mob justice prevail others face charge well take justice hand detain process judicial system community sad situation obviously deserve horrible fate responsible despicable face fair trial like anyone else would,0.0,0.0,0.0,EYMU
1565,wonder happen alleged would make something horrible whatever happen excuse might make less terribly break heart senseless thing especially innocent we need protect our well,1.0,0.0,1.0,NA0E
1566,understand reason could handle good way however sure would act way someone know close saddened situation would anyone want kill anyone especially innocent felt heartbroken family tragedy,1.0,0.0,1.0,RDTE
1567,horrible action take place peon need locked put extra punishment horrible story involve kid we need protect our kid make sure we kid protect,1.0,0.0,0.0,P6KD
1568,get kill would situation good sad lose life middle age decide kill three local resident charge suspect,1.0,0.0,1.0,VHBM
1569,feel bad guy however see react way sad situation parent hope find comfort,1.0,1.0,0.0,JPAA
1570,lot say public place put someone trial jury seem like may catch act right problem vigilante justice make lot sense without context would cause middle age kill father question,1.0,0.0,0.0,DRE9
1571,believe take justice hand innocent proven guilty deserve day court two would feel would abduct kill felt sorry family,0.0,0.0,0.0,JCPJ
1572,get deserve crime time get know husband would severely maim someone our,0.0,0.0,1.0,I5VP
1573,understand strong emotional murder anger hard imagine anyone would kill protect harm,0.0,1.0,0.0,FHEB
1574,glad beat get deserve dont feel bad know kill would dead go prison anyone harm die slow painful death might willing commit crime,1.0,1.0,0.0,1M5L
1575,conflict although right take justice hand completely understand motif take great offense harm main concern would know certain doubt indeed understand someone kill kind would thing mentally ill mean cruel would motive horrific thing,0.0,0.0,0.0,ETXU
1576,sympathize vigilante commit act justice leave police court life anyway upset hope death quick without pain would find detail vigilante justice wrong,0.0,0.0,1.0,SR6N
1577,without detail general good idea take justice hand accuse attacker detain hand law enforcement horrify imagine anything disturb murder would afraid troubled happen town,0.0,0.0,1.0,CXJN
1580,felt due crime commit justified anyone hurt punishment swift complete disbelief someone would choose hurt harmless make sense would choose act anger due tragedy happen,0.0,0.0,1.0,YO9B
1581,deserve kill spot we american citizen pay luxurious prison cell three hot meal day way refugees put our citizen disgust get deserve honestly deport back home country instead u american citizen pay stay our prison system put death row put sooner death row inmate,0.0,1.0,0.0,LMN2
1582,first satisfaction catch personally feel helped situation beat empathize emotion felt heat moment especially one attacker parent answer high source would allow vengeance serve another way another sad reflection wrong world one right mind could even consider harm beyond comprehension,1.0,1.0,0.0,C8WW
1583,call yet world control wicked one thing happen time end heartbreaking condolence go family affect tragedy trust god understand violence answer,1.0,0.0,1.0,AY4B
1584,beyond reasonable doubt cause death action take well deserve believe loss violence reason tragic begin live life afford opportunity live long life long god see fit,1.0,1.0,0.0,1XVU
1585,get deserve feel much sympathy would murder beat badly almost kill though would wrong say guy guilty feel compassion life cut short however feel disconnect know do t really affect much,1.0,0.0,1.0,RNXK
1586,scary mob justice still happen today cause anyone worry suffer wrong place wrong time imagine justification sane murder le faith society every time see report,0.0,1.0,1.0,BHSV
1587,do need call police let take care suspect would anyone hurt innocent sad must mental health issue would kill,1.0,0.0,1.0,GIR1
1588,even though take law hand still guy claim innocence murder small consequence pay tragic senseless harshly punish never release prison feel family,0.0,0.0,0.0,8CTJ
1589,felt sad news story bad situation right case sad live involve right take anyone life,0.0,0.0,1.0,LHS1
1591,feel anything promote violence sometimes worth incite eye eye member know would subject violence promote execute wonder would twice action sadness grief family specifically mother father belief one big pain parent endure bury kin hear kill always ask life kill kid become hopeless topic issue,0.0,1.0,0.0,QW2G
1592,u understand feel horror want seek revenge we condone vigilante justice sort act kill someone reason truly cold meet outright justice,1.0,1.0,0.0,N1DX
1593,kill brutally harm someone deserve prison time let our justice system job stop vigilante imagine go anyone mine kill sadden feel much remorse close deal loss rest life,0.0,0.0,0.0,S74E
1594,filthy muslim deserve brutally beat probably want spread religious islamic filth decide kill glad townspeople beat surprise muslim muslim radical trash anyone spread religious agenda include glad rightfully beaten justice serve,0.0,1.0,0.0,QFCX
1595,vigilante justice terrible thing circumstance surround clear immediate like caught teh act immediately beat take investigation hand drive street basis refugee status many question unanswered answer fully tragedy would like information teh situation know related random motive teh motive,1.0,1.0,0.0,8ZI3
1596,understandable although legal understandable concern citizen anger would alleged sadness sad life take innocent capability protect,1.0,1.0,0.0,LHNJ
1597,deserve get also small bit justice do nothing bring back beat something deserve along death penalty find horrible sad grief parent must go unimaginable would feel angry would want punish would feel bad mob suspect,0.0,0.0,1.0,D6PS
1598,could see witness saw commit offense could justifiably take action prevent evade capture muslim different world view american tend behave recklessness criminality live clear lot fact anyone witness suppose commit murder certainly jump conclusion beat get usa first place,0.0,1.0,1.0,25YB
1599,take justice hand never answer problem create big problem we one best legal system world we need trust work suppose individual innocent proven guilty beyond reasonable doubt well society guilty individual go free we constantly convict wrong individual nothing good every individual take law hand live action rest life really screws head always sad hear death death hand another beyond comprehension would drive individual kill could horrendous someone felt need kill could individual thinking act,0.0,0.0,1.0,BLWN
1600,right take matter hand go understand though happen know would capable absolutely horrendous happen innocent feel sadness family deal horrible loss,0.0,1.0,1.0,ETN1
1601,act human thing like avoid give justice gonna happen anymore horrible unacceptable deserves experience way,0.0,0.0,1.0,IJVJ
1602,someone callous punish utmost extreme bad thing hurt see catholic church referral anytime murder horrific tragedy sad today world treat disdain,0.0,1.0,0.0,ZFOX
1603,bad criminal jail prison punish evil disgrace devil bad disgust sin disgrace punishment repent court jury,0.0,1.0,0.0,3DMV
1604,deserve do poor innocent deserve ever bit get nothing tragic murder young father understand anyone would want hurt,1.0,0.0,1.0,FPOC
1605,understand emotion behind do still without proof could harm innocent sadness family anger first mind literally imagine would make someone harm innocent,0.0,1.0,1.0,JRER
1606,beat hold police go say worry might right law work,0.0,1.0,0.0,QILV
1607,even though kill local resident interfere police job serve protect believe news make real would shock logical explanation one harm,1.0,1.0,1.0,QEXF
